strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
7923,שִׁכֻּלִים,H,7921+שׁכול,pluriel vient de H7921,,N-M,être privée (de fils),"1) sans enfants, privé d'enfants",šikkulīm,
7924,שׇׂכְלְתָנוּ,A,7920+שׂכל,(araméen) vient de H7920,,N-F,de l'intelligence,1) perspicacité,śoxlᵊtānū,
7925,שָׁכַם,H,7926+שׁכם,une racine primaire,,V,se lever,"1) se lever ou commencer de bonne heure<br>  1a) (Hifil)<br>     1a1) se lever tôt, démarrer de bonne heure<br>     1a2) de bonne heure, tôt (comme adverbe)",šāxam,
7926,שְׁכֶם,H,7925+שׁכם,vient de H7925,,N-M,sur les épaules,"1) épaule, dos<br>  1a) épaule<br>  1b) le dos (en général)",šᵊxem,
7927,שְׁכֶם,H,7926+שׁכם,même sens que H7926 voir définition 4966,,N_N-M-P;N_N--L,Sichem," Sichem = "" épaule""<br>1) fils de Hamor, le chef des Héviens à Sichem<br>2) cité de Manassé, située dans une vallée entre le Mont Ebal et le Mont Garizim, à 55 km au nord de Jérusalem et 11 km au sud-estde Samarie",šᵊxem,
7928,שֶׁ֫כֶם,H,7926+שׁכם,pour H7926,,N_N-M-P,Sichem,"Sichem = ""dos"" ou "" épaule""<br>1) fils de Galaad et petit-fils de Manassé<br>2) un homme de Manassé, fils de Schemida",šexem,
7929,שִׁכְמָה,H,7926+שׁכם,vient de H7926,,N-F,la jointure (de l'épaule),"1) épaule, dos<br>  1a) épaule, jointure de l'épaule<br>  1b) dos (en général)",šixmā,
7930,שִׁכְמִי,H,7928+שׁכם,patronyme venant de H7928,,N_N--PG,les Sichémites,"Sichémites = "" épaule""<br>1) descendants de Sichem",šixmī,
7931,שָׁכַן,H,,une racine primaire [apparemment parente (par transmission) de H7901 à travers l'idée de logement],,V,mettre,"1) se mettre, demeurer, habiter, résider<br>  1a) (Qal)<br>     1a1) se mettre à demeurer<br>     1a2) demeurer, résider<br>  1b) (Piel)<br>     1b1) faire demeurer, établir<br>  1c) (Hifil)<br>     1c1) poser, placer, fixer, établir<br>     1c2) faire demeurer",šāxan,
7932,שְׁכֵן,A,7931+שׁכן,(araméen) correspondant à H7931,,V,résider,"1) demeurer, résider<br>  1a) (P'al) demeurer<br>  1b) (Pael) faire demeurer",šᵊxēn,
7933,שֵׁ֫כֶן,H,7931+שׁכן,vient de H7931,,N-M,demeure,1) demeure,šēxen,
7934,שָׁכֵן,H,7931+שׁכן,vient de H7931,,A,voisin,"1) habitant, voisin<br>  1a) habitant<br>  1b) voisin",šāxēn,
7935,שְׁכַנְיָהוּ,H,7931+שׁכן|3050+יה,vient De H7931 et H3050,,N_N-M-P,Schecania,"Schecania = ""demeurer avec l'éternel""<br>1) un descendant de Zorobabel dont les descendants revinrent d'exilavec Esdras<br>2) fils de Jehiel des fils d'Elam et qui avait une épouse étrangèreau temps d'Esdras<br>3) père de Schemaeja qui répara le mur de Jérusalem au temps de Néhémie<br>4) fils d'Arach, beau-père de Tobija<br>5) sacrificateur qui revint de l'exil avec Zorobabel<br>6) sacrificateur du temps du roi Ezéchias de Juda",šᵊxanyāhū,
7936,סָכַר,H,3739+כרה,(Esdras 4:5) Une racine primaire [apparemment parente De H3739 à travers l'idéede achat temporaire],"שָׂכַר, סָכַר",V,acheter,"1) louer, engager<br>  1a) (Qal) louer<br>  1b) (Nifal) se louer<br>  1c) (Hitpael) gagner des gages",sāxar,
7937,שָׁכַר,H,,une racine primaire,,V,s'enivrer,"1) être ou devenir ivre, être intoxiqué<br>  1a) (Qal) devenir ivre<br>  1b) (Piel) rendre ivre, être la cause de l'ivresse<br>  1c) (Hitpael) se rendre ivre, s'enivrer",šāxar,
7938,שֶׂ֫כֶר,H,7936+שׂכר סכר,vient de H7936,,N-M,un salaire,"1) louage, gages",śexer,
7939,שָׂכָר,H,7936+שׂכר סכר,vient de H7936,,N-M,récompense,"1) louage, gages<br>  1a) gages<br>  1b) récompense, salaire<br>  1c) prix, honoraires, droit de passage",śāxār,
7940,שָׂכָר,H,7939+שׂכר,le même mot que H7939,,N_N-M-P,Sacar,"Sacar = ""gages""<br>1) père de Achiam, un des vaillants guerriers de David<br>2) un portier Lévite Koréite, le 4ème fils de Obed-Edom au tempsde David",śāxār,
7941,שֵׁכָר,H,7937+שׁכר,vient de H7937,,N-M,boisson enivrante,"1) boisson forte, boisson intoxicante, liqueur fermentée",šēxār,
7942,שִׁכְּרוֹן,H,7943+שׁכרון,pour H7943,,N_N--L,Schicron,"Schicron = ""ivresse""<br>1) ville à la limite nord-ouest de Juda, entre Ekron et Jabneel",šikkᵊrōn,
7943,שִׁכָּרוֹן,H,7937+שׁכר,vient de H7937,,N-M,rempli d'ivresse,1) ivresse,šikkārōn,
7944,שַׁל,H,7952+שׁלה,vient De H7952 abrégé,,N-M,faute,"1) erreur, faute<br>  1a) sens incertain",šal,
7945,שֶׁל,H,834+אשׁר,pour le relatif H834,,R,avoir beau (se fatiguer),"1) qui, lequel",šel,
7946,שַׁלְאֲנָן,H,7600+שׁאנן,pour H7600,,A,de la paix,"1) à l'aise, tranquille, sûr",šalʾănān,
7947,שָׁלַב,H,,une racine primaire,,V,joints (deux tenons),"1) (Pual) être lié, être joint, être joints ensemble",šālav,
7948,שַׁלָבִּים,H,7947+שׁלב,vient de H7947,,N-M,liés au coin par des montants,"1) montants, ce qui joint",šalābbīm,
7949,שָׁלַג,H,7950+שׁלג,une racine primaire,,V,blanche,"1) (Hifil) neiger, être comme de la neige",šālag,
7950,שֶׁ֫לֶג,H,7949+שׁלג,vient de H7949,,N-M,la neige,1) neige,šeleg,
7951,שָׁלָה,H,,(Job 3:26) Une racine primaire,,V,tranquillité,"1) être au repos, prospérer, être tranquille, être à l'aise<br>  1a) (Qal)<br>     1a1) être tranquille ou avoir de la tranquillité<br>     1a2) être à l'aise, prospérer",šālā,
7952,שָׁלָה,H,7953+שׁלה,une racine primaire [probablement identique à H7953 à travers l'idéede dégagement],,V,être négligent,"1) (Nifal) être négligent<br>2) (Hifil) se tromper, s'égarer",šālā,
7953,שָׁלָה,H,5394+נשׁל|7997+שׁלל,"une racine primaire [apparentée (par contraction) à la base de05394, H7997 et leurs congénères à travers l'idée d'extraction]",,V,retirer (une âme),"1) (Qal) tirer, retirer, extraire",šālā,
7954,שְׁלֵה,A,7951+שׁלה שׁלו,(araméen) correspondant à H7951,,A,tranquille (vivre),"1) (P'al) à l'aise, avec facilité",šᵊlēh,
7955,שָׁלָה,A,7952+שׁלה,(araméen) vient d'une racine correspondant à H7952,,N-F,mal (parler),"1) négligence, relâchement",šālā,
7956,שֵׁלָה,H,7596+שׁאלה שׁלה,même mot que H7596 (raccourci),,N_N-M-P,Schéla,"Schéla = ""requête, pétition, prière""<br>1) le plus jeune fils de Juda tué par Dieu pour refus d'obéir à laloi dans son mariage avec Thamar",šēlā,
7957,שַׁלְהֶ֫בֶת,H,3851+להב,vient du même mot que H3851 avec le préfixe sifflant,,N-F,une flamme,1) flamme,šalhevet,
7958,שְׂלָו,H,,"vient De H7951 par variation orthographique à travers l'idée demollesse, lenteur",,N-F,des cailles,1) caille,śᵊlāw,
7959,שָׁ֫לוּ,H,7951+שׁלה שׁלו,vient de H7951,,N-M,ma sécurité,"1) aise, prospérité",šālū,
7960,שָׁלוּ,A,7955+שׁלה,(araméen) vient du même mot que H7955,,N-F,manquer,"1) négligence, relâchement",šālū,
7961,שָׁלֵו,H,7951+שׁלה שׁלו,vient de H7951,,A,paisible,"1) tranquille, à l'aise, avec facilité, prospère<br>  1a) à l'aise, avec facilité (de personnes)<br>  1b) tranquille (d'une terre)",šālēw,
7962,שַׁלְוָה,H,7951+שׁלה שׁלו,vient de H7951,,N-F,tranquillité,"1) tranquillité, aise, prospérité",šalwā,
7963,שְׁלֵוָה,A,7962+שׁלוה,(araméen) correspondant à H7962,,N-F,ton bonheur,"1) aise, prospérité",šᵊlēwā,
7964,שִׁלּוּחִים,H,7971+שׁלח,vient de H7971,,N-M,dot,"1) renvoi, cadeau d'adieu",šillūḥīm,
7965,שָׁלוֹם,H,7999+שׁלם,vient de H7999,,N-M,en paix,"1) état complet, perfection, sainement, bien-être, paix<br>  1a) état complet (en nombre)<br>  1b) sûreté, solidité (du corps)<br>  1c) bien-être, santé, prospérité<br>  1d) paix, quiétude, tranquillité, contentement<br>  1e) paix, amitié<br>     1e1) des relations humaines<br>     1e2) avec Dieu spécialement dans la relation de l'alliance<br>  1f) paix (par rapport à la guerre)<br>  1g) paisible",šālōm,
7966,שִׁלּוּם,H,7999+שׁלם,vient de H7999,,N-M,représailles,"1) récompense<br>  1a) rétribution, salaire<br>  1b) cadeau, pot-de-vin",šillūm,
7967,שַׁלּוּם,H,7966+שׁלום שׁלום,même mot que H7966,,N_N-M-P,Schallum,"Schallum = ""rétribution, récompense""<br>1) fils de Jabesch, conspirateur et assassin du roi Zacharie; prit le trône et devint 15ème roi du royaume du nord, régna un moispuis fut tué par Menahem<br>2) 3ème fils du roi Josias de Juda, appelé aussi ""Joachaz""<br>3) mari de Hulda la prophétesse, sous le règne de Josias<br>4) oncle de Jérémie le prophète<br>5) un Siméonite, fils de Saïl<br>6) fils de Sismaï et père de Jekamia de la famille de Jerachmeel<br>7) Ephraïmite, père de Jehizkiah<br>8) un fils de Nephthali<br>9) Lévite, chef de famille de portiers à la porte est du temple<br/>10) fils d'Hallochesch et gouverneur d'un district de Jérusalem, réparateur du mur de Jérusalem au temps de Néhémie<br/>11) sacrificateur de la famille d'Eléazar, fils de Tsadok<br/>12) Lévite, fils de Koré, père de Machséja<br/>13) portier Lévite qui avait une épouse étrangère du temps d'Esdras<br/>14) Lévite, descendant de Bani qui avait une épouse étrangère dutemps d'Esdras",šallūm,
7968,שַׁלּוּן,H,7967+שׁלום שׁלום,probablement pour H7967,,N_N-M-P,Schallun,"Schallun = ""rétribution""<br>1) fils de Col-Hozé et gouverneur du district de Mitspa",šallūn,
7969,שָׁלֹשׁ,H,,un nombre primaire,,N,trois,"1) trois, triade<br>  1a) 3, 300, troisième",šālōš,
7970,שְׁלֹשִׁים,H,7969+שׁלושׁ שׁלושׁ שׁלושׁה שׁלושׁה,multiple de H7969,,N-M,trente,"1) trente, trentième",šᵊlōšīm,
7971,שָׁלַח,H,,une racine primaire,,V,faire revenir,"1) envoyer, envoyer au loin, laisser aller, étendre<br>  1a) (Qal)<br>     1a1) envoyer<br>     1a2) étendre, diriger<br>  1b) (Nifal) être envoyé<br>  1c) (Piel)<br>     1c1) renvoyer, congédier, jeter dehors, chasser<br>     1c2) laisser partir, libérer<br>  1d) (Pual) être renvoyé, être mis dehors, être divorcé, être poussé<br>  1e) (Hifil) envoyer",šālaḥ,
7972,שְׁלַח,A,7971+שׁלח,(araméen) correspondant à H7971,,V,envoyer,"1) envoyer<br>  1a) (P'al)<br>     1a1) envoyer, transmettre<br>     1a2) être envoyé",šᵊlaḥ,
7973,שֶׁ֫לַח,H,7971+שׁלח,vient de H7971,,N-M,les armes,"1) arme, projectile, un jet, une pousse<br>  1a) arme offensive, projectile<br>  1b) pousse, rejeton",šelaḥ,
7974,שֶׁ֫לַח,H,7973+שׁלח,même mot que H7973,,N_N-M-P,Schélach,"Schélach = ""pousse, bourgeon""<br>1) fils d'Arpacschad et père de Héber",šelaḥ,
7975,שֶׁ֫לַח,H,7971+שׁלח,(Néhémie 3:15) Vient de H7971,"שֶׁ֫לַח, שִׁלֹחַ",N_N--L,Siloé,"Siloé = ""envoyé ""<br>1) une source au sud-est de Jérusalemvoir définition du Grec 4611",šelaḥ,m
7976,שְׁלּוּחָה,H,7964+שׁלוח שׁלוח,vient de H7964,,N-F,rameaux,"1) rameau, rejeton, branche",šᵊlūḥā,
7977,שִׁלְחִי,H,7973+שׁלח,vient de H7973,,N_N-M-P,Schilchi,"Schilchi = ""armé d'un javelot""<br>1) père d'Azuba, la mère de Josaphat",šilḥī,
7978,שִׁלְחִים,H,7973+שׁלח,pluriel de H7973,,N_N--L,Schilhim,"Schilhim = ""projectiles""<br>1) ville à l'extrême sud de Juda",šilḥīm,
7979,שֻׁלְחָן,H,7971+שׁלח,vient de H7971,,N-M,une table,"1) table<br>  1a) table<br>     1a1) de la table du roi, usage privé, usage sacré",šulḥān,
7980,שָׁלַט,H,,une racine primaire,,V,opprimer,"1) se montrer tyrannique, exercer le pouvoir sur, dominer, avoir lamaîtrise, être maître<br>  1a) (Qal) se montrer tyrannique, devenir maître<br>  1b) (Hifil)<br>     1b1) donner le pouvoir de<br>     1b2) obtenir la maîtrise sur",šālaṭ,
7981,שְׁלֵט,A,7980+שׁלט,(araméen) correspondant à H7980,,V,dominer,"1) avoir le pouvoir, gouverner, dominer, régner sur<br>  1a) (P'al) avoir le pouvoir sur, tomber sur, donner l'assaut,être souverain<br>  1b) (Afel) faire le souverain",šᵊlēṭ,
7982,שֶׁ֫לֶט,H,7980+שׁלט,vient de H7980,,N-M,boucliers,1) bouclier,šeleṭ,
7983,שִׁלְטוֹן,A,7980+שׁלט,(araméen) vient de H7980,,N-M,puissance,1) maîtrise,šilṭōn,
7984,שִׁלְטוֹן,A,,(araméen) correspondant à H7983,,N-M,magistrats,"1) gouvernant, officiel",šilṭōn,
7985,שׇׁלְטָן,A,7981+שׁלט,(araméen) vient de H7981,,N-M,domination,"1) domination, souveraineté<br>  1a) souveraineté<br>  1b) royaume",šolṭān,
7986,שַׁלֶּטֶת,H,7980+שׁלט,féminin venant de H7980,,A,maîtresse (prostituée),"1) impérieux, arrogant, se montrant tyrannique",šalleṭet,
7987,שְׁלִי,H,7951+שׁלה שׁלו,vient de H7951,,N-M,en secret,"1) tranquille, privé, tranquillité",šᵊlī,
7988,שִׁלְיָה,H,7953+שׁלה,vient de H7953,,N-F,l'arrière-faix,1) placenta,šilyā,
7989,שַׁלִּיט,H,7980+שׁלט,vient de H7980,,A,commander,"1) ayant la maîtrise, dominateur, maître<br>  1a) souverain (subst)<br>  1b) impérieux, tyrannique",šallīṭ,
7990,שַׁלִּיט,A,7989+שׁליט,(araméen) correspondant à H7989,,A,maître,"1) ayant la maîtrise, ayant l'autorité, dirigeant<br>  1a) ayant ou exerçant la maîtrise, gouvernant<br>  1b) souverain (subst)<br>  1c) ayant l'autorité<br>     1c1) il est autorisé",šallīṭ,
7991,שָׁלִישׁ,H,7969+שׁלושׁ שׁלושׁ שׁלושׁה שׁלושׁה,(1 Chroniques 11:11; 12:18; 2 Samuel 23:13) Vient de H7969,"שָׁלִישׁ, שָׁלִישׁ",N-M,combattants,"1) tiers<br>  1a) nom d'une mesure<br>2) un instrument de musique<br>  2a) peut-être à trois cordes, de forme triangulaire...<br>  2b) peut-être un sistre ou un triangle<br>3) porteur de bouclier, capitaine, officier",šālīš,m
7992,שְׁלִישִׁי,H,7969+שׁלושׁ שׁלושׁ שׁלושׁה שׁלושׁה,ordinal venant de H7969,,A,trois,"1) un tiers, troisième, troisième fois<br>  1a) nombre ordinal",šᵊlīšī,
7993,שָׁלַךְ,H,,une racine primaire,,V,laisser,"1) jeter, faire tomber, lancer, décocher un trait<br>  1a) (Hifil)<br>     1a1) jeter, lancer, précipiter à terre<br>     1a2) lancer (les sorts) (figuré)<br>  1b) (Hofal)<br>     1b1) être jeté, être lancé<br>     1b2) être jeté dehors<br>     1b3) être précipité à terre<br>     1b4) être chassé",šālax,
7994,שָׁלָךְ,H,7993+שׁלך,vient de H7993,,N-M,le plongeon,1) oiseau de proie<br>  1a) probablement le cormoran,šālāxᵊ,
7995,שַׁלֶּ֫כֶת,H,7993+שׁלך,vient de H7993,,N-F,ils sont abattus,1) abattage (d'un arbre),šallexet,
7996,שַׁלֶּ֫כֶת,H,7995+שׁלכת,même mot que H7995,,N_N--L,Schalléketh,"Schalléketh = ""renverser, jeter dehors""<br>1) une des portes du temple, côté ouest",šallexet,
7997,שָׁלַל,H,,une racine primaire,"שָׁלַל, שָׁלַל",V,ôter,"1) (Qal) retirer, arracher<br>2) piller, prendre un butin<br>  2a) (Qal) piller<br>  2b) (Hitpolel) être spolié, dépouillé",šālal,m
7998,שָׁלָל,H,7997+שׁלל,vient de H7997,,N-M,butin,"1) proie, pillage, butin<br>  1a) proie<br>  1b) butin, pillage (de guerre)<br>  1c) dépouille<br>  1d) gain (sens douteux)",šālāl,
7999,שָׁלֵם,H,,une racine primaire,"שָׁלֵם, שָׁלַם",V,rendre,"1) être dans une alliance de paix, être en paix<br>  1a) (Qal)<br>     1a1) être en paix<br>     1a2) paisible<br>  1b) (Pual) celui qui est dans un pacte de paix<br>  1c) (Hifil)<br>     1c1) faire la paix avec<br>     1c2) mettre en paix, apaiser<br>  1d) (Hofal) vivre dans la paix<br>2) être complet, être sain, solide<br>  2a) (Qal)<br>     2a1) être complet, être fini, terminé<br>     2a2) être sain, sans défaut<br>  2b) (Piel)<br>     2b1) compléter, finir<br>     2b2) rendre sûr<br>     2b3) faire entièrement ou bien, restaurer, faire une compensation<br>     2b4) payer, rétribuer<br>     2b5) payer de retour, récompenser<br>  2c) (Pual)<br>     2c1) être réalisé<br>     2c2) être payé de retour, être récompensé<br>  2d) (Hifil)<br>     2d1) compléter, accomplir<br>     2d2) mener à bonne fin",šālēm,m
8000,שְׁלֵם,A,7999+שׁלם,(araméen) correspondant à H7999,,V,achevé,"1) être complet, être fini, être sonné<br>  1a) (Pal) fini, achevé<br>  1b) (Afel) finir, amener à se fin, fournir en totalité",šᵊlēm,
8001,שְׁלָם,A,7965+שׁלום שׁלום,(araméen) correspondant à H7965,,N-M,salut,"1) bien-être, prospérité, paix",šᵊlām,
8002,שֶׁ֫לֶם,H,7999+שׁלם,vient de H7999,,N-M,action de grâces,"1) offrande de paix, récompense, sacrifice pour alliance ou amitié<br>  1a) sacrifice volontaire de remerciements, action de grâces",šelem,
8003,שָׁלֵם,H,7999+שׁלם,vient de H7999,,A,à son comble,"1) complet, sûr, paisible, parfait, entier, plein, en paix<br>  1a) complet<br>     1a1) achevé, parfait<br>     1a2) fini<br>  1b) sûr, saine et sauf, indemne<br>  1c) paix (de l'alliance de paix, de l'esprit)<br>     1c1) parfait, complet (dans la garde de la relation avec l'alliance)",šālēm,
8004,שָׁלֵם,H,8003+שׁלם,même mot que H8003,,N_N--L,Salem,"Salem = ""paix, paisible""<br>1) le lieu où Melchisédek fut roi<br>2) Probablement Jérusalem",šālēm,
8005,שִׁלֵּם,H,7999+שׁלם,vient de H7999,,N-M,la rétribution,"1) récompense, ce qui paye de retour",šillēm,
8006,שִׁלֵּם,H,8005+שׁלם,même mot que H8005,,N_N-M-P,Schillem,"Schillem = ""récompense""<br>1) fils de Nephthali",šillēm,
8007,שַׂלְמָא,H,8008+שׂלמה,probablement pour H8008,,N_N-M-P,Salma,"Salma = ""vêtement""<br>1) père de Boaz, beau-père de Ruth, et grand-père de David<br>  1a) également ""Salmon""",śalmāʾ,
8008,שַׂלְמָה,H,8071+שׂמלה,transposition pour H8071,,N-F,vêtement,"1) vêtement de dessus, manteau, couverture",śalmā,
8009,שַׂלְמָה,H,8008+שׂלמה,le même mot que H8008,,N_N-M-P,Salmon,"Salmon = ""vêtement""<br>1) père de Boaz, beau-père de Ruth, et grand-père de David<br>  1a) également ""Salma""",śalmā,
8010,שְׁלֹמֹה,H,7965+שׁלום שׁלום,vient de H7965,,N_N-M-P,Salomon,"Salomon = ""paix, pacifique""<br>1) fils de David par Bath-Schéba et 3ème roi d'Israël; auteur denombreux Proverbes et peut-être de l'Ecclésiaste",šᵊlōmōh,
8011,שִׁלֻּמָה,H,7966+שׁלום שׁלום,vient de H7966,,N-F,rétribution,"1) récompense, ce qui est donné en retour, rétribution",šillumā,
8012,"שַׂלְמוֹן, שַׂלְמָה",H,8008+שׂלמה,vient de H8008,,N_N-M-P,Salmon,"Salmon = ""un vêtement""<br>1) père de Boaz, beau-père de Ruth, et grand-père de David<br>  1a) également 'Salma'","śalmōn, śalmā",
8013,שְׁלֹמוֹת,H,7965+שׁלום שׁלום,féminin pluriel de H7965,,N_N-M-P,Schelomoth,"Schelomoth ou Schelomith = ""paisible""<br>1) Lévite de Guerschon, fils de Schimeï au temps de David<br>2) Lévite de Kehath des fils de Jitsehar au temps de David<br>3) Lévite de Guerschon, fils de Zicri",šᵊlōmōt,
8014,שַׂלְמַי,H,8008+שׂלמה,vient de H8008,,N_N-M-P,Salmaï,"Salmaï = ""mes vêtements""<br>1) ancêtre d'une famille d'esclaves du temple qui revinrent d'exilavec Zorobabel",śalmay,
8015,שְׁלֹמִי,H,7965+שׁלום שׁלום,vient de H7965,,N_N-M-P,Schelomi,"Schelomi = ""paisible""<br>1) descendant d'Aser, père d'Ahihud, chef de tribu lors de ladivision du territoire de Canaan",šᵊlōmī,
8016,שִׁלֵּמִי,H,8006+שׁלם,patronyme de H8006,,N_N--PG,Schillémites,"Schillémites = voir Schillem ""récompense""<br>1) descendants de Schillem, un fils de Nephthali",šillēmī,
8017,שְׁלֻמִיאֵל,H,7965+שׁלום שׁלום|410+אל,vient De H7965 et H410,,N_N-M-P,Schelumiel,"Schelumiel = ""Dieu est paix""<br>1) fils de Tsurischaddaï et prince de la tribu de Siméon du temps del'exode",šᵊlumīʾēl,
8018,שֶׁלֶמְיָהוּ,H,8002+שׁלם|3050+יה,vient De H8002 et H3050,,N_N-M-P,Schélémia,"Schélémia = ""récompensé par l'éternel""<br>1) 2 fils de Bani qui chassèrent leur femme étrangère au temps d'Esdras<br>2) père de Hanania qui répara une partie des murs de Jérusalem autemps de Néhémie<br>3) sacrificateur du temps de Néhémie, chargé du trésor<br>4) père de Jucal du temps de Sédécias<br>5) Lévite qui reçut en lot la Porte Est du Temple au temps de David<br>6) père de Nethania et grand-père de Jehudi<br>7) fils d'Abdeel, un de ceux à qui il fut ordonné de saisir leprophète Jérémie et son scribe Baruc<br>8) père de Jireija, le capitaine des gardes qui arrêtèrent Jérémie",šelemyāhū,
8019,שְׁלֹמִית,H,7965+שׁלום שׁלום,(Esdras 8:10) Vient de H7965,"שְׁלֹמִית, שְׁלֹמִית",N_N-M-P|N_N-F-P,Schelomith,"Schelomith = ""paisible""<br>1) Lévite, de Guerschon, à l'époque de David<br>  1a) également 'Schelomoth'; même mot que <a href=""strong-hebreu-8013.html"" title=""Strong hébreu 08013"">08013</a><br>2) fils du roi Roboam de Juda par Maaca<br>3) chef d'une famille d'exilés qui revinrent avec Esdras<br>n pr f 4) femme de Dan, fille de Dibri, et mère de celui qui blasphéma Dieuet fut lapidé à l'époque de Moïse<br>5) fille de Zorobabel",šᵊlōmīt,m
8020,שַׁלְמַן,H,,de dérivation étrangère,,N_N-M-P,Schalman,"Schalman = ""adorateur du feu""<br>1) une contraction pour Salmanasar roi d' Assyrie<br>  1a) peut-être un roi obscur Assyrien, prédécesseur de Pul",šalman,
8021,שַׁלְמֹן,H,7999+שׁלם,vient de H7999,,N-M,récompense,"1) récompense, pot-de-vin, présent",šalmōn,
8022,שַׁלְמַנְאֶ֫סֶר,H,,d'origine étrangère,,N_N-M-P,Salmanasar,"Salmanasar = ""adorateur du feu"" ? = ""le dieu Schulman est chef""<br>1) roi Assyrien qui régna entre Tiglath-Piléser et Sargon; il aenvahi le royaume du nord d'Israël quand le dernier roi Osée étaitsur le trône, et il l'obligea à payer un tribut<br>2) ce peut être un nom des rois d'Assyrie au 8ème siècle avant J.C",šalmanʾeser,
8023,שִׁלֹנִי,H,7888+שׁילוני שׁילוני שׁלוני,le même mot que H7888,,N_N-M-P,Schiloni,"Schiloni = voir Silo ""qui apporte la paix""<br>1) un habitant de Silo",šilōnī,
8024,שֵׁלָנִי,H,7956+שׁלה,vient de H7956,,N_N--PG,Schélanites,"Schélanites = voir Schéla ""tranquillité ""<br>1) les descendants de Schéla",šēlānī,
8025,שָׁלַף,H,,une racine primaire,,V,nue (épée),"1) tirer, sortir, ôter, arracher",šālaf,
8026,שֶׁ֫לֶף,H,8025+שׁלף,vient de H8025,,N_N-M-P,Schéleph,"Schéleph = ""celui qui dégaine""<br>1) le 2ème fils de Jokthan et un descendant de Sem",šelef,
8027,שָׁלַשׁ,H,,"une racine primaire (peut-être intensifier, renforcer, tripler)",,V,de trois ans,"1) faire un troisième temps, faire trois fois, diviser en trois parts<br>  1a) (Piel) faire une troisième fois, diviser en trois<br>  1b) (Pual) être âgé de trois ans, une chose qui est triplée",šālaš,
8028,שֶׁ֫לֶשׁ,H,8027+שׁלשׁ,vient de H8027,,N_N-M-P,Schélesch,"Schélesch = ""triple""<br>1) un descendant d'Aser, fils de Hélem",šeleš,
8029,שִׁלֵּשׁ,H,8027+שׁלשׁ,vient de H8027,,A,la troisième,1) appartenant à la troisième (génération),šillēš,
8030,שִׁלְשָׁה,H,8028+שׁלשׁ,vient du même mot que H8028,,N_N-M-P,Schilscha,"Schilscha = ""triple""<br>1) homme de la tribu d'Aser, fils de Tsophach",šilšā,
8031,שָׁלִ֫שָׁה,H,8027+שׁלשׁ,vient de H8027,,N_N--L,Schalischa,"Schalischa = ""troisième""<br>1) région près du Mont Ephraïm où passa Saïl qui cherchait des ânesses de son père",šālišā,
8032,שִׁלְשֹׁם,H,8028+שׁלשׁ,vient du même mot que H8028,,ADV,comme auparavant,"1) le jour avant hier, il y a trois jours<br>  1a) un idiome pour 'jusqu'ici dans le passé '",šilšōm,
8033,שָׁם,H,834+אשׁר,une particule [venant du pronom H834]; là (pour le temps) alors,,ADV,là-bas,"1) là<br>  1a) de là, pour cette raison<br>  1d) alors (adverbe de temps)",šām,
8034,שֵׁם,H,7760+שׂום שׂים,un mot primaire [peut-être De H7760 à travers l'idée de positiondéfinie et en évidence,,N-M,le nom,"1) nom<br>  1a) nommer<br>  1b) réputation, renommée, gloire<br>  1c) le Nom (comme désignation de Dieu)<br>  1d) souvenir, monument",šēm,
8035,שֵׁם,H,8034+שׁם,même mot que H8034,,N_N-M-P,Sem,"Sem = ""nom, renommée""<br>1) un des deux premiers fils de Noé, fondateur de tribus<br>2) Sémitique : langues ou idiomes des descendants de Sem Chamitique: langues ou idiomes des descendants de Cham",šēm,
8036,שֻׁם,A,8034+שׁם,(araméen) correspondant à H8034,,N-M,un nom,1) nom,šum,
8037,שַׁמָּא,H,8074+שׁמם,vient de H8074,,N_N-M-P,Schamma,"Schamma = ""désert""<br>1) un Asérite, fils de Tsophar",šammāʾ,
8038,שֶׁמְאֵ֫בֶר,H,8034+שׁם|83+אבר,vient apparemment De H8034 et H83,,N_N-M-P,Schémeéber,"Schémeéber = ""vol fameux""<br>1) roi de Tseboïm et un allié du roi de Sodome",šemʾēver,
8039,שִׁמְאָה,H,8093+שׁמעה,peut-être pour H8093,,N_N-M-P,Schimea,"Schimea = ""rapport, bruit, rumeur<br>1) un Benjamite, fils de Mikloth<br>  1a) également ""Schimeam""",šimʾā,
8040,שְׂמֹאל,H,8071+שׂמלה,un mot primaire (ou vient peut-être du même que H8071 (par insertion du aleph) à travers l'idée de recouvrir],,N-M,à gauche,"1) la gauche, la main gauche, le côté gauche<br>  1a) gauche<br>  1b) main gauche<br>  1c) nord (la gauche de celui qui fait face à l'est)",śᵊmōʾl,
8041,שִׂמְאֵל,H,8040+שׂמואל שׂמאול,une racine primaire [vient de H8040],,V,à gauche,"1) prendre à gauche, aller à gauche<br>  1a) (Hifil)<br>     1a1) aller vers la gauche<br>     1a2) utiliser la main gauche",śimʾēl,
8042,שְׂמָאלִי,H,8040+שׂמואל שׂמאול,vient de H8040,,A,gauche,"1) gauche, côté gauche, sur la gauche",śᵊmāʾlī,
8043,שִׁמְאָם,H,8039+שׁמאה,pour H8039 [comparer à H38],,N_N-M-P,Schimeam,"Schimeam = ""leur renommée""<br>1) un Benjamite, fils de Mikloth<br>  1a) également ""Schimea""",šimʾām,
