strongNumber,etymDesc,heading,entrycontent
6082,vient de H6080,cerf,"1) cerf, faon, jeune cerf"
6083,vient de H6080,poussière,"1) terre sèche, poussière, poudre, cendres, terre, sol, mortier, rebuts<br>  1a) terre sèche ou poussières<br>  1b) débris<br>  1c) mortier<br>  1d) minerai"
6084,féminin de H6082,Ophra,"Ophra = ""biche""<br>1) homme de Juda, fils de Meonothaï<br>n pr loc 2) ville de Benjamin à environ 8 km à l'est de Béthel<br>3) un lieu de Manassé, lieu de naissance de Gédéon"
6085,vient du même mot que H6081,éphron,"éphron = ""comme un faon""<br>1) un Héthien, fils de Tsochar, celui à qui Abraham acheta le champet la caverne de Macpéla<br>n pr loc 2) une ville sur les frontières de Benjamin<br>3) une montagne sur la frontière nord de Juda"
6086,vient de H6095,arbre,"1) arbre, bois, bois de construction, planche, tige, bâton, potence<br>  1a) arbre, les arbres<br>  1b) bois, pièce de bois, bois de chauffage"
6087,une racine primaire,être affligé,"1) faire mal, faire de la peine, affliger, chagriner, déplaire à, vexer, arracher, forcer<br>  1a) (Qal) heurter, peiner<br>  1b) (Nifal) être dans la peine, être peiné, être affligé<br>  1c) (Piel) vexer, torturer<br>  1d) (Hifil) causer de la peine<br>  1e) (Hitpael) se sentir affligé, être vexé<br>2) former, faire, façonner, mettre en forme, (TWOT) adorer<br>  2a) (Piel) former<br>  2b) (Hifil) former, copier, façonner"
6088,(araméen) correspondant à H6087,triste,"1) peiner, attrister, affliger<br>  1a) (P'al) peiné, triste"
6089,vient de H6087,douleur,"1) douleur, faire mal, travailler dur, peine, labeur, privation<br>2) vase, création, objet<br>3) (TWOT) idole"
6090,une variante de H6089,douleur,"1) douleur, peine<br>2) idole"
6091,vient de H6087,idole,"1) idole, image"
6092,vient de H6087,mercenaires,"1) travailleur, celui qui fait un dur travail, le labeur"
6093,vient de H6087,souffrance,"1) peine, labeur, privation, douleur, dur travail"
6094,vient de H6087,douleur,"1) peine, faire mal, blessure, dommage, douleur"
6095,une racine primaire,qui ferme,1) (Qal) fermer
6096,vient de H6095,échine,"1) épine dorsale, échine, os sacrum<br>  1a) soit l'épine dorsale, soit le sacrum"
6097,vient de H6086,arbre,"1) arbres, bois"
6098,vient de H3289,conseil,"1) conseil, avis, but"
6099,vient de H6105,puissant,"1) puissant, vaste, nombreux<br>  1a) puissant, fort (en nombre)<br>  1b) nombreux, innombrable"
6100,vient De H6096 et H1397,Etsjon-Guéber,"Etsjon-Guéber = "" épine dorsale d'un homme""<br>1) la dernière halte pendant l'exode des Israélites avant qu'ilsn'aillent dans le désert de Tsin; lieu proche d'Elath à l'embouchuredu Golfe d'Akaba"
6101,une racine primaire,paresseux,1) (Nifal) être paresseux
6102,vient de H6101,paresseux,"1) paresseux, rempli de paresse<br>  1a) un paresseux"
6103,vient de H6102,paresse,"1) paresseux, rempli de paresse"
6104,vient de H6101,paresse,1) paresse
6105,une racine primaire,puissant,"1) être vaste, être nombreux, être puissant<br>  1a) (Qal)<br>     1a1) être puissant<br>     1a2) être nombreux<br>  1b) (Hifil) rendre fort, rendre puissant<br>2) fermer (les yeux), bander (les yeux)<br>  2a) (Qal) fermer (les yeux)<br>  2b) (Piel) fermer fortement (les yeux)"
6106,vient de H6105,os,"1) os, essence, substance<br>  1a) os, ossements<br>     1a1) corps, membre, le corps extérieur<br>  1b) os (d'animal)<br>  1c) substance, le moi, le même"
6107,le même mot que H6106,Atsem,"Atsem, Etsem = ""os""<br>1) une ville dans le Nékeb de Juda ensuite attribuée à Siméon"
6108,vient de H6105,puissance,"1) pouvoir, les os, puissance"
6109,vient de H6108,nombre,"1) pouvoir, force, puissance"
6110,vient de H6099,moyens de défense,"1) défense, argument, fort"
6111,vient de H6107,Atsmon,"Atsmon = ""fort, robuste""<br>1) lieu à la frontière extrême sud du Jourdain"
6112,vient d'une racine du sens d'être perçant ou fort,sa lance,"1) perçant, fort, lance<br>  1a) sens incertain"
6113,une racine primaire,stérile,"1) contenir, retenir, clore, fermer, se retenir, rester, détenir<br>  1a) (Qal)<br>     1a1) restreindre, arrêter<br>     1a2) retenir<br>  1b) (Nifal) être contenu, être soumis à restriction"
6114,vient de H6113,dominant,"1) restriction, oppression"
6115,vient de H6113,oppression,"1) restriction, coercition, contrainte<br>  1a) stérilité (de la matrice)"
6116,vient de H6113,assemblée solennelle,"1) assemblée, convocation solennelle<br>  1a) assemblée (sacrée ou rencontre de fête)<br>  1b) rassemblement, compagnie, groupe, troupe"
6117,une racine primaire,supplanter,"1) supplanter, circonvenir, prendre par le talon, assaillir insidieusement, duper<br>  1a) (Qal) supplanter, tromper, attaquer au talon<br>  1b) (Piel) saisir et retenir"
6118,vient De H6117 dans le sens de 6119,parce que," 1) conséquence<br>  1a) gain, récompense<br>  1c) fin, but<br>2) en conséquence, parce que, par conséquent<br>3) par l'effet, pour, puisque"
6119,vient de H6117,talon,"1) talon, situé à l'arrière, trace de pas, partie arrière, sabot, arrière-garde d'une troupe, un pas"
6120,vient De H6117 dans son sens dénominatif,adversaires,"1) trompeur, qui supplante"
6121,vient de H6117,coteaux,"1) trompeur, sournois, insidieux<br>  1a) glissant<br>  1b) tracé par les pas<br>2) raide, accidenté, montagneux"
6122,vient d'une forme venant De H6117 du sens de ruse,ruse,"1) subtilité, manière insidieuse, astuce"
6123,une racine primaire,il lia,"1) (Qal) lier, nouer"
6124,vient de H6123,rayé,"1) rayé, avec des bandes"
6125,vient de H5781,oppression,"1) oppression, pression"
6126,vient de H6117,Akkub,"Akkub = ""rusé, astucieux""<br>1) fils d'Eljoénaï et descendant de David à travers Zorobabel<br>2) un chef d'une famille étant retournée de l'exil<br>3) chef d'une famille d'esclaves du temple retournés de l'exil<br>4) un portier Lévite<br>5) un Lévite qui aida Esdras à exposer la loi au peuple<br>6) un portier Lévite après le retour de l'exil"
6127,une racine primaire,inique,"1) plier, courber, tordre<br>  1a) (Pual) être déformé, être tordu, avoir subi une déformation"
6128,vient de H6127,détourné,"1) qui s'enroule, détourné, tortueux, tordu"
6129,vient de H6127,tortueux,"1) tordu, tortueux"
6130,vient d'une racine du sens de contourner,Akan,"Akan = "" à qui rien n'échappe""<br>1) fils d'Etser, descendant de Séir, et un des chefs des Horiensd'Edom"
6131,une racine primaire,couper les jarrets,"1) arracher, déraciner<br>  1a) (Qal) déraciner<br>  1b) (Nifal) être déraciné<br>2) couper, couper le jarret, couper les moyens<br>  2a) (Piel) couper"
6132,(araméen) correspondant à H6131,arrachées,"1) arraché, être déraciné<br>  1a) (Itpal) être déraciné"
6133,"vient De H6131 fig., une personne transplantée, c'est à dire un citoyennaturalisé",quelqu'un,"1) membre, descendant, rejeton"
6134,même mot que H6133,éker,"éker = ""descendant, rejeton, souche""<br>1) un descendant de Juda"
6135,vient de H6131,stérile,1) stérile
6136,(araméen) vient de H6132,tronc,"1) racine, tronc, souche"
6137,dérivation incertaine,scorpion,1) scorpion
6138,vient de H6131,ékron,"ékron = "" émigration"" ou ""extermination""<br>1) la plus au nord des 5 villes principales des Philistins;située dans les plaines de Juda et plus tard attribuée à Dan"
6139,vient de H6138,d'ékron,"ékroniens = voir ékron "" émigration""<br>1) les habitants d'ékron"
6140,une racine primaire,coupable,"1) être pervers, tordre, pervertir, rendre tordu, prouver la perversité<br>  1a) (Nifal) être tordu, tortueux<br>  1b) (Piel) tordre, déformer, pervertir, rendre tordu<br>  1c) (Hifil) déclarer tordu<br>  1d) (Qal) entêté (dans l'erreur)"
6141,vient de H6140,pervers,"1) tordu, déformé, tortueux, pervers, perverti"
6142,le même mot que H6141,Ikkesch,"Ikkesch = ""tordu, pervers""<br>1) père de Ira, de Tekoa, et un des vaillants guerriers de David"
6143,vient de H6141,fausseté,"1) déformation, ce qui est tortueux"
6144,même sens que H5892,Ar,"Ar = « ville »<br>1) une des principales villes de Moab, au sud du fleuve Arnon"
6145,vient de H5782,ennemi,"1) ennemi, adversaire"
6146,(araméen) correspondant à H6145,adversaires,"1) ennemi, adversaire"
6147,vient de H5782,Er,"Er = ""veillant""<br>1) le fils aîné de Juda<br>2) fils de Schéla et petit-fils de Juda<br>3) ancêtre du Christ (Luc 3:28)"
6148,une racine primaire,répondre,"1) gager, échanger, hypothèque, engagement, occuper, entreprendre, donner des garanties, être en sécurité<br>  1a) (Qal)<br>     1a1) prendre en gage, prendre une garantie<br>     1a2) donner en gage<br>     1a3) échanger<br>     1a4) gager<br>  1b) (Hitpael)<br>     1b1) échanger des garanties<br>     1b2) avoir de bonnes relations, partager"
6149,une racine primaire [identique à H614 avec l'idée d'association]; être agréable,agréable,"1) (Qal) être plaisant, être doux, être agréable<br>  1a) (TWOT) doux, agréable"
6150,une racine primaire [identique à H6148 à travers l'idée derecouvrir d'un tissu],tard,"1) se faire tard, devenir sombre<br>  1a) (Qal) avancer dans la soirée<br>  1b) (Hifil) passer la soirée"
6151,(araméen) correspondant à H6148,mêler,"1) mêler, joindre ensemble<br>  1a) (Pael) mêlé<br>  1b) (Itpael) ce qui est mêlé, mélangé"
6152,vient De H6150 dans le sens figuré de stérilité,Arabie,"1) habitants du désert<br>  1a) le peuple habitant la contrée est et sud de Canaan, les Bédouins, nomades du désert<br>  1b) les Arabes"
6153,vient de H6150,soir,"1) soir, nuit, coucher du soleil"
6154,(1 Rois. 10:15; avec article préfixe) Vient de H6148,trame,"1) trame<br>  1a) comme mêlé, entrelacé<br>  1b) matériau tricoté<br>2) mélange, peuple mêlé, mélange de races"
6155,vient de H6148,saules,"1) peuplier, saule<br>  1a) un arbre caractérisé par son bois sombre"
6156,vient de H6149,doux,"1) doux, agréable"
6157,vient de H6148,mouches,1) essaim<br>  1a) le sens probable vient de 'mélange' et de 'mouvement incessant'
6158,vient de H6150,corbeau,1) corbeau
6159,même mot que H6158,Oreb,"Oreb = ""corbeau""<br>1) un des princes Madianites vaincus par Gédéon<br>n pr loc 2) un rocher à l'est du Jourdain où Oreb et une partie de son arméefut vaincue"
6160,vient De H6150 (dans le sens de stérilité),plaine,"Araba = ""région aride, désert"""
6161,féminin De H6048 dans le sens d'un marché ou échange,nouvelles sûres,"1) gage, engagement, témoignage, obligation, sûreté, chose échangée"
6162,vient De H6148 (dans le sens d'échange),gage,"1) gage, engagement, caution"
6163,vient de H6152,Arabe,"Arabe = voir Arabie ""mêlé ""<br>1) un habitant de l'Arabie<br>  1a) un habitant du désert"
6164,vient de H1026,d'Araba,"D'Araba = voir Beth-Araba ""maison du désert""<br>1) un habitant de Beth-Araba"
6165,une racine primaire,soupirer,"1) (Qal) attendre, haleter, soupirer après"
6166,vient d'une racine du sens de se séquestrer,Arad,"Arad = "" âne sauvage""<br>1) Benjamite, descendant de Beria<br>n pr loc 2) ville royale des Cananéens au nord du désert de Juda"
6167,(araméen) correspondant à H6171,ânes sauvages,1) âne sauvage
6168,une racine primaire,vider,"1) être nu, dénudé, découvrir, abandonner, vider, raser, renverser<br>  1a) (Piel)<br>     1a1) nu, mis à nu<br>     1a2) mettre à nu en vidant, vide<br>     1a3) déverser<br>  1b) (Hifil)<br>     1b1) mettre à nu, dénuder (d'offenses sexuelles)<br>     1b2) renverser<br>  1c) (Nifal) être renversé, être exposé<br>  1d) (Hitpael)<br>     1d1) s'exposer, se mettre nu<br>     1d2) s'étendre"
6169,vient de H6168,nudité,1) lieu dénudé
6170,vient de H6165,parterre,"1) terrasse, jardin, parterre, lit de plantes"
6171,vient du même mot que H6166,âne sauvage,1) âne sauvage
6172,vient de H6168,nudité,"1) nudité, honte, organes génitaux féminins<br>  1a) organes génitaux féminins (impliquant exposition honteuse)<br>  1b) nudité d'une chose, indécence, apparence incorrecte<br>  1c) exposé, non défendu (figuré)"
6173,(araméen) correspondant à H6172,mépriser,"1) déshonorer, mettre à nu<br>  1a) déshonneur (métaphore de nudité)"
6174,vient De H6191 (dans son sens d'origine),nu,"1) nu, dépouillé"
6175,vient de H6191,prudent,"1) subtil, sagace, rusé, sournois, sensible<br>  1a) astucieux<br>  1b) prudent"
6176,vient De H6209 redoublé,misérable,"1) nu, dépouillé, destitué<br>2) arbre ou buisson<br>  2a) probablement genévrier ou cyprès"
6177,le même mot que H6176,Aroër,"Aroër = ""ruines"", ""nu, nudité, buisson de genévrier""<br>1) une ville sur la rive nord du torrent Arnon, possession la plus ausud de Sihon le roi du Amoréens et plus tard de Ruben<br>2) une ville dans Ammon proche du torrent de Jabbok appartenant à Gad<br>3) une ville de la Juda du sud"
6178,vient de H6206,affreuses,"1) affreux<br>2) (CLBL) abîme, ravin, pente raide"
6179,vient de H5782,éri,"éri = ""veillant, vigilant""<br>1) fils de Gad et fondateur de la famille des érites"
6180,patronyme de H6179,érites,"érites = voir éri ""vigilant""<br>1) descendants d'éri, le fils de Gad"
6181,vient de H6172,entièrement nue,"1) nudité, dépouillement"
6182,vient d'une racine de sens incertain,pâte,"1) pâte, farine, pétrir, malaxer<br>  1a) sens douteux"
6183,vient de H6201,au ciel,"1) nuage, brume"
6184,vient de H6206,méchant,"1) inspirant de la crainte, frappant de terreur, inspirant du respect, terrifiant, impitoyable, puissant"
6185,vient de H6209,sans enfant,"1) dépouillé, sans enfant, privé d'enfant"
6186,une racine primaire,se ranger,"1) arranger, poser ou disposer en ordre, mettre en rang, préparer, ordonner, manier, fournir, estimer, égaliser, diriger, comparer<br>  1a) (Qal)<br>     1a1) mettre en ordre, arranger, mettre en place<br>     1a2) comparer, être comparable<br>2) (Hifil) évaluer, taxer"
6187,vient de H6186,estimation,"1) ordre, rang, estimer, choses mises en ordre, une couche, une pile<br>  1a) ordre, rangée<br>  1b) estimer, évaluer"
6188,une racine primaire,regarder,"1) rester incirconcis, compté comme incirconcis, compter comme prépuce<br>  1a) (Qal)<br>     1a1) considérer comme incirconcis<br>     1a2) rester non moissonné (figuré)<br>  1b) (Nifal) être compté comme incirconcis"
6189,vient de H6188,incirconcis,"1) incirconcis, ayant un prépuce"
6190,vient de H6189,prépuce,"1) prépuce, incirconcis"
6191,une racine primaire,fort,"1) être subtil, être sagace, être rusé, prendre garde, prendre de bonsconseils<br>  1a) (Qal) être astucieux, être subtil<br>  1b) (Hifil) être rusé, être ou devenir sagace"
6192,une racine primaire; empiler,se sont amoncelées,"1) (Nifal) amonceler, empiler, entasser, être amoncelé"
6193,vient de H6191,leur propre ruse,"1) subtilité, sagacité, ruse, astuce"
6194,(Jérémie 50:26) Vient de H6192,monceaux,"1) tas, monceau, pile"
6195,vient de H6193,discernement,"1) sagacité, astuce, ruse, prudence"
6196,vient probablement de H6191,platane,1) platane<br>  1a) comme arbre dénudé d'écorce
6197,vient probablement de H5782,éran,"éran = ""vigilant""<br>1) le fils aîné d'Ephraïm"
6198,patronyme de H6197,Eranites,"Eranites = voir Eran « veilleur »<br>1) les descendants d'Eran, le fils d'Éphraïm"
6199,vient de H6209,misérable,"1) dénudé, dépouillé, destitué"
6200,patronyme de H6177,d'Aroër,"D'Aroër = voir Aroër ""destitué ""<br>1) un habitant d'Aroër"
6201,une racine primaire,se répandre,"1) laisser tomber, couler goutte à goutte<br>  1a) (Qal) goutte, couler"
6202,une racine primaire [identique à H6201 à travers l'idée d'inclinaison],briser la nuque,1) (Qal) briser la nuque (d'un animal)
6203,vient de H6202,nuque,"1) cou, arrière du cou, nuque<br>  1a) le dos<br>     1a1) de l'ennemi qui s'enfuit<br>     1a2) de l'apostasie (figuré)<br>  1b) raideur du cou, obstiné (figuré)"
6204,vient de H6203,Orpa,"Orpa = ""cou, opiniâtreté ""<br>1) femme Moabite, épouse de Kiljon, belle-soeur de Ruth"
6205,vient probablement de H6201,nuée,"1) nuage, épais ou sombres nuages, ténèbres, profonde obscurité,épaisses ténèbres"
6206,une racine primaire,s'épouvanter,"1) trembler, redouter, craindre, opprimer, briser, être terrifié, faire trembler<br>  1a) (Qal)<br>     1a1) faire trembler, terrifier<br>     1b2) trembler, ressentir de la crainte<br>  1b) (Nifal) inspirer du respect, être terrible<br>  1c) (Hifil)<br>     1c1) considérer ou traiter avec crainte, traiter comme terrible<br>     1c2) inspirer de la crainte, terrifier"
6207,une racine primaire,fuir,"1) (Qal) ronger, mâcher"
6208,vient d'un nom non usuel d'un sens d'exclamation,Arkien,"Arkien = voir ""rongeur""<br>1) un habitant de Arki ou Arka ?"
6209,une racine primaire,renverser,"1) dépouiller, mettre à nu, se dépouiller<br>  1a) (Qal) dépouiller, se dépouiller<br>  1b) (Poel) mettre à nu<br>  1c) (Hitpalpel) être entièrement dépouillé, être totalement mis à nu<br>  1d) (Pilpel) renverser, briser"
6210,vient peut-être d'une racine du sens de former une voûte,lit,"1) couche, divan, lit"
6211,vient de H6244,teigne,"1) mite<br>2) herbage, herbe"
6212,vient d'une racine du sens d'étinceler (ou être vert),herbe,"1) herbe, herbage, verdure, plantes vertes"
6213,une racine primaire,faire,"1) faire, façonner, accomplir, fabriquer<br>  1a) (Qal)<br>     1a1) faire, oeuvrer, produire<br>     1a1a) traiter (avec)<br>     1a1d) agir, effectuer<br>     1a2) faire<br>     1a2a) fabriquer<br>     1a2b) produire<br>     1a2c) préparer<br>     1a2d) présenter (une offrande)<br>     1a2e) s'occuper de, mettre en ordre<br>     1a2f) observer, célébrer<br>     1a2g) acquérir (une propriété)<br>     1a2h) désigner, ordonner, instituer<br>     1a2i) amener, causer<br>     1a2j) employer, se servir de<br>     1a2k) dépenser, passer<br>  1b) (Nifal)<br>     1b1) être fait<br>     1b2) être réalisé<br>     1b3) être produit<br>     1b4) être offert<br>     1b5) être observé<br>     1b6) être utilisé<br>  1c) (Pual) être fait<br>2) (Piel) presser, serrer"
6214,vient De H6213 et H410,Asaël,"Asaël = ""Dieu a fait""<br>1) neveu de David, fils de la soeur de David Tseruja, et frère de Joab et Abischaï ; rapide à la course, il fut tué par Abner quandil l'a poursuivi dans la bataille et l'a rattrapé<br>2) un Lévite sous le règne de roi Josaphat de Juda qui alla à traversle royaume pour donner l'instruction sur la loi<br>3) un Lévite sous le règne du roi Ezéchias de Juda en charge desdîmes et choses dédiées dans le temple<br>4) un sacrificateur, père de Jonathan, au temps d'Esdras"
6215,apparemment formé de H6213 dans le sens originel de maniement,Esaü,"Esaü (Angl. Esau)= « velu, poilu, chevelu »<br>1) fils aîné d'Isaac et Rebecca et frère jumeau de Jacob; a vendu son droit d'aînesse pour de la nourriture et la bénédiction divine vint à Jacob; fondateur des peuples Arabes"
6216,vient de H6231,oppresseur,"1) oppresseur, qui extorque"
6217,vient de H6231,oppression,"1) oppression, extorsion"
6218,vient de H6235,dixième,"1) dix, période de dix ans, décade<br>  1a) dix, dixième, dizaine<br>  1b) dix cordes, harpe"
6219,vient de H6245,travaillé,"1) lisse, luisant"
6220,pour H6219,Aschvath,"Aschvath = ""lisse, luisant""<br>1) un des fils de Japhleth de la tribu d'Aser"
6221,vient De H6213 et H410,Asiel,"Asiel = ""fait par Dieu""<br>1) Siméonite et ancêtre de Jéhu"
6222,vient De H6213 et H3050,Asaja,"Asaja = ""l'éternel a fait""<br>1) un prince de la tribu de Siméon au temps du roi Ezéchias de Juda<br>2) un serviteur du roi Josias de Juda<br>3) un Lévite Merarite, chef de sa famille, au temps de David"
6223,vient de H6238,riche,"1) riche<br>n 2) le riche, l'homme riche"
6224,vient de H6235,dixième,1) nombre<br>  1a) un dixième
6225,une racine primaire,fumée,"1) fumer, être en colère<br>  1a) (Qal)<br>     1a1) fumer<br>     1a2) être furieux"
6226,vient de H6225,fumant,1) fumant
6227,vient de H6225,fumée,"1) fumée<br>  1a) fumée, ce qui fume<br>  1b) dans métaphore, comparaison"
6228,le même mot que H6227,Aschan,"Aschan = ""fumée""<br>1) une ville dans les plaines de Juda ensuite mentionnée commeappartenant à Siméon"
6229,une racine primaire (identique à H6231),se disputer,"1) (Hitpael) lutter, disputer, se quereller"
6230,vient de H6229,ések,"ések = ""dispute""<br>1) puits creusé par Isaac dans la vallée de Guérar"
6231,une racine primaire (comparé à H6229),fraude,"1) presser sur, opprimer, violer, frauder, faire violence, obtenirtrompeusement, tort, extorquer<br>  1a) (Qal)<br>     1a1) opprimer, extorquer<br>  1b) (Pual) être exploité, être écrasé"
6232,vient de H6231,éschek,"éschek = ""oppression, violence""<br>1) Benjamite, descendant de Saïl"
6233,vient de H6231,oppression,"1) oppression, extorsion, préjudice<br>  1a) gain par extorsion"
6234,vient de H6233,être dans l'angoisse,"1) oppression, abus, détresse"
6235,vient de H6237,dix,1) dix<br>  1a) dix<br>  1b) avec d'autres nombres
6236,(araméen) correspondant à H6235,dix,1) dix
6237,une racine primaire (identifiée à H6238),dîme,"1) prendre la dixième partie de, prendre une dîme<br>  1a) (Qal) prendre la dîme<br>  1b) (Piel) donner une dîme<br>  1c) (Hifil) prendre une dîme"
6238,une racine primaire,enrichir,"1) être ou devenir riche ou aisé, enrichir, prétendre être riche<br>  1a) (Qal) être ou devenir riche<br>  1b) (Hifil)<br>     1b1) rendre riche<br>     1b2) obtenir la richesse<br>  1c) (Hitpael) s'enrichir, prétendre être riche"
6239,vient de H6238,richesses,1) richesse
6240,vient de H6235,onze,"1) dix, -zième (en combinaison avec d'autres nombres)<br>  1a) utilisé seulement en combinaison pour faire les nombres 11-19"
6241,vient de H6235,dixième,"1) dixième partie, dîme"
6242,vient de H6235,vingt,"1) vingt, vingtième"
6243,(araméen) correspondant à H6242,vingt,1) vingt
6244,une racine primaire,usés,"1) (Qal) dépérir, manquer"
6245,une racine primaire,brillant,"1) (Qal) être lisse, être luisant, luire<br>2) (Hitpael) penser"
6246,(araméen) correspondant à H6245,pensait,"1) (P'al) penser, faire le plan de"
6247,vient de H6245,plaque,"1) plaque, dalle, quelque chose de fabriqué"
6248,vient de H6245,devise,"1) pensée, idée"
6249,apparemment masculin pluriel De H6247 (utilisé en liaison avec H6240 au lieude H259) onze ou onzième,onze,"1) un, onze, onzième<br>  1a) un combiné avec dix (<a href=""strong-hebreu-6240.html"" title=""Strong hébreu 06240"">06240</a>)"
6250,vient de H6245,desseins,"1) pensée, jugement"
6251,vient probablement de H6238,bétail,"1) brebis, troupeau, augmenter, accroissement, jeune"
6252,pluriel de H6251,Aschtaroth," Aschtaroth ou Astartés = "" étoiles, accroissement""<br>n pr f divinité 1) fausse déesse de la religion Cananéenne, généralement reliée auculte de la fertilité<br>n pr loc 2) une ville de Basan, à l'est du Jourdain donnée à Manassé<br>  2a) la même que <a href=""strong-hebreu-6255.html"" title=""Strong hébreu 06255"">06255</a>"
6253,probablement pour H6251,Astarté,"Astarté = "" étoile""<br>1) la divinité féminine principale des Phéniciens adorée pour laguerre et la fertilité<br>  1a) également ""Ishtar"" de l'Assyrie, Astarté pour les Grecs et les Romains"
6254,vient de H6252,d'Aschtaroth,"D'Aschtaroth = voir Aschtaroth "" étoile""<br>1) un habitant de la ville d'Aschtaroth"
6255,vient De H6252 et du double de H7161,Aschteroth-Karnaïm,"Aschteroth-Karnaïm = ""Astarté des deux cornes ou sommets""<br>1) une ville en Basan à l'est du Jourdain donnée à Manassé<br>  1a) la même que <a href=""strong-hebreu-6252.html"" title=""Strong hébreu 06252"">06252</a>"
6256,vient de H5703,temps,"1) temps<br>  1a) temps, époque (d'un événement)<br>  1b) le temps (usuel)<br>  1c) destinée, fortunes<br>  1d) occurrence, occasion, le moment"
6257,une racine primaire,sur le point de tomber (en ruines),"1) être prêt, rendre prêt, préparer<br>  1a) (Piel) rendre prêt<br>  1b) (Hitpael) être préparé"
6258,vient de H6256,maintenant,1) maintenant<br>  1a) à présent
6259,vient de H6257,trésor,"1) prêt, préparé"
6260,vient de H6257,boucs,"1) bélier (mâle de la brebis), bouc (mâle de la chèvre), un chef"
6261,vient de H6256,charge,"1) opportun, prêt"
6262,pour H6261,Attaï,"Attaï = ""opportun""<br>1) homme de Juda, petit-fils de Schéschan le Jerachmeélite par safille Achlaï qu'il donna en mariage à Jarcha, son esclave Egyptien;son petit-fils Zabad fut l'un des vaillants guerriers de David<br>2) un des guerriers au visage de lion de Gad, capitaine de l'arméequi a rejoint David dans le désert<br>3) le 2ème fils du roi Roboam de Juda par Maaca, la fille d'Absalom"
6263,(araméen) correspondant à H6264,prêts,"1) prêt, préparé"
6264,vient de H6257,prêt,"1) prêt, préparé<br>  1a) prêt, habile<br>  1c) préparé, être imminent<br>  1d) préparé, rangé, comme un trésor"
6265,vient De H5790 et H3050,Athaja,"Athaja = ""l'éternel a secouru""<br>1) descendant de Juda par Pérets; habita Jérusalem après leretour de l'exil à Babylone"
6266,vient de H6275,magnifique,"1) éminent, qui surpasse, de choix, splendide<br>2) (TWOT) durable"
6267,vient de H6275,anciennes,"1) restauré, sevré, vieux, ancien, écarté<br>  1a) sevré<br>  1b) vieux, ancien"
6268,(araméen) correspondant à H6267,ancien,"1) ancien, avancé, âgé, vieux, lointain"
6269,vient d'une racine inusitée : séjourner,Athac,"Athac = ""logement, lieu d'habitation""<br>1) ville de Juda"
6270,vient d'une racine inusitée : comprimer,Athlaï,"Athlaï = ""celui que l'éternel afflige""<br>1) un des fils de Bébaï et et l'un de ceux qui renvoya son épouseétrangère au temps d'Esdras"
6271,vient du même mot que H6270 et H3050,Athalie,"Athalie = ""affligé du seigneur""<br>1) fils de Jerocham de la tribu de Benjamin<br>2) père d'ésaïe des fils d'élam qui fut l'un des chefs d'une famillequi retourna de l'exil avec Esdras<br>n pr f 3) la fille d'Achab et Jézabel et l'épouse du roi Joram de Juda;elle fut l'assassin de tous les membres de la famille royale de Juda, à l'exception d'un bébé nommé Joas qui fut caché par lesouverain sacrificateur Jehojada jusqu'à ce qu'il ait atteint ses6 ans, et Jehojada conduisit la révolte qui donna le trône à Joas, renversant Athalie et la condamnant à mort"
6272,une racine primaire,embrasé,"1) (Nifal) être embrasé, être roussi<br>  1a) sens douteux"
6273,vient de d'une racine du sens de 'forcer',Othni,"Othni = ""force de l'éternel""<br>1) Lévite, fils de Schemaeja, premier-né d'Obed-Edom"
6274,vient De H6273 et H410,Othniel,"Othniel = ""Dieu est puissant""<br>1) fils de Kenaz, frère ou demi-frère de Caleb, mari d'Acsa; premier juge en Israël; délivra Israël de l'oppression de Cuschan Rischeathaïm"
6275,une racine primaire,transporter,"1) déplacer, procéder, avancer, devenir vieux, être transporté<br>  1a) (Qal)<br>     1a1) déplacer, bouger<br>     1a2) avancer (en années), devenir vieux et faible<br>  1b) (Hifil)<br>     1b1) aller de l'avant, bouger<br>     1b2) transporter<br>     1b3) transcrire, recueillir"
6276,vient de H6275,durables,"1) avancé, qui endure, durable, de valeur, éminent, qui surpasse"
6277,vient De H6275 dans le sens de licence,arrogance,"1) hardi, audacieux, arrogant<br>  1a) d'un discours"
6278,vient De H6256 et H7011,Ittah-Katsin,"Ittha-Katsin = ""temps du juge""<br>1) une des bornes de la frontière de Zabulon; site inconnu"
6279,une racine primaire [dénominatif venant de H6281],prier,"1) prier, supplier, implorer<br>  1a) (Qal) prier, implorer<br>  1b) (Nifal) être supplié, être imploré<br>  1c) (Hifil) faire une supplication, plaider"
6280,une racine primaire,trompeur,"1) être abondant<br>  1a) (Nifal) être abondant<br>  1b) (Hifil) multiplier, devenir abondant"
6281,vient de H6280,éther,"éther = ""abondance""<br>1) une ville dans les plaines de Juda attribuée à Siméon"
6282,vient de H6280,épaisse,"1) celui qui supplie, adorateur<br>2) odeur, encens (fumée odoriférante)"
6283,vient de H6280,abondante,"1) abondance, excès, copieux"
6284,une racine primaire,emporterai,"1) fendre en pièces, rompre en morceaux, briser<br>  1a) (Hifil) mettre en morceaux, détruire"
6285,vient de H6311,côté,"1) coin, bord, côté, quartier, extrémité<br>  1a) coin<br>  1b) côté"
6286,une racine primaire,glorifier,"1) glorifier, embellir, orner<br>  1a) (Piel) glorifier, embellir<br>  1b) (Hitpael)<br>     1b1) se glorifier<br>     1b2) obtenir la gloire pour soi, être glorifié<br>2) (Piel) aller parmi les branches"
